CustomerID,Genre,Age,Annual Income (k$),Spending Score (1-100),age_label,score_label,income_label,genre_label
125,Female,23,70,29,青年,中低分,中等收入,
126,Female,31,70,77,中年,良好,中等收入,
127,Male,43,71,35,中年,中低分,中等收入,
128,Male,40,71,95,中年,优秀,中等收入,
129,Male,59,71,11,中老年,低分,中等收入,
130,Male,38,71,75,中年,良好,中等收入,
131,Male,47,71,9,中年,低分,中等收入,
132,Male,39,71,75,中年,良好,中等收入,
133,Female,25,72,34,青年,中低分,中等收入,
134,Female,31,72,71,中年,良好,中等收入,
135,Male,20,73,5,青少年,低分,中等收入,
136,Female,29,73,88,青年,优秀,中等收入,
137,Female,44,73,7,中年,低分,中等收入,
138,Male,32,73,73,中年,良好,中等收入,
139,Male,19,74,10,青少年,低分,中等收入,
140,Female,35,74,72,中年,良好,中等收入,
141,Female,57,75,5,中老年,低分,中等收入,
142,Male,32,75,93,中年,优秀,中等收入,
143,Female,28,76,40,青年,中低分,中等收入,
144,Female,32,76,87,中年,优秀,中等收入,
145,Male,25,77,12,青年,低分,中等收入,
146,Male,28,77,97,青年,优秀,中等收入,
147,Male,48,77,36,中年,中低分,中等收入,
148,Female,32,77,74,中年,良好,中等收入,
149,Female,34,78,22,中年,中低分,中等收入,
150,Male,34,78,90,中年,优秀,中等收入,
151,Male,43,78,17,中年,低分,中等收入,
152,Male,39,78,88,中年,优秀,中等收入,
153,Female,44,78,20,中年,低分,中等收入,
154,Female,38,78,76,中年,良好,中等收入,
155,Female,47,78,16,中年,低分,中等收入,
156,Female,27,78,89,青年,优秀,中等收入,
157,Male,37,78,1,中年,低分,中等收入,
158,Female,30,78,78,青年,良好,中等收入,
159,Male,34,78,1,中年,低分,中等收入,
160,Female,30,78,73,青年,良好,中等收入,
161,Female,56,79,35,中老年,中低分,中等收入,
162,Female,29,79,83,青年,优秀,中等收入,
163,Male,19,81,5,青少年,低分,中等收入,
164,Female,31,81,93,中年,优秀,中等收入,
165,Male,50,85,26,中年,中低分,中等收入,
166,Female,36,85,75,中年,良好,中等收入,
167,Male,42,86,20,中年,低分,中等收入,
168,Female,33,86,95,中年,优秀,中等收入,
169,Female,36,87,27,中年,中低分,中等收入,
170,Male,32,87,63,中年,良好,中等收入,
171,Male,40,87,13,中年,低分,中等收入,
172,Male,28,87,75,青年,良好,中等收入,
173,Male,36,87,10,中年,低分,中等收入,
174,Male,36,87,92,中年,优秀,中等收入,
175,Female,52,88,13,中老年,低分,中等收入,
176,Female,30,88,86,青年,优秀,中等收入,
177,Male,58,88,15,中老年,低分,中等收入,
178,Male,27,88,69,青年,良好,中等收入,
179,Male,59,93,14,中老年,低分,中等收入,
180,Male,35,93,90,中年,优秀,中等收入,
181,Female,37,97,32,中年,中低分,高收入,
182,Female,32,97,86,中年,优秀,高收入,
183,Male,46,98,15,中年,低分,高收入,
184,Female,29,98,88,青年,优秀,高收入,
185,Female,41,99,39,中年,中低分,高收入,
186,Male,30,99,97,青年,优秀,高收入,
187,Female,54,101,24,中老年,中低分,高收入,
188,Male,28,101,68,青年,良好,高收入,
189,Female,41,103,17,中年,低分,高收入,
190,Female,36,103,85,中年,优秀,高收入,
191,Female,34,103,23,中年,中低分,高收入,
192,Female,32,103,69,中年,良好,高收入,
193,Male,33,113,8,中年,低分,高收入,
194,Female,38,113,91,中年,优秀,高收入,
195,Female,47,120,16,中年,低分,高收入,
196,Female,35,120,79,中年,良好,高收入,
197,Female,45,126,28,中年,中低分,高收入,
198,Male,32,126,74,中年,良好,高收入,
199,Male,32,137,18,中年,低分,高收入,
200,Male,30,137,83,青年,优秀,高收入,
